ride_id,user_id,start_station_id,end_station_id,start_time,end_time,distance_km
82,306,12,7,2024-10-19 09:35:00,2024-10-19 10:30:17.049662,11.06
83,71,7,5,2024-11-15 13:22:00,2024-11-15 13:30:55.374150,1.78
84,148,7,22,2024-03-26 17:04:00,2024-03-26 17:14:28.888046,2.1
85,99,17,2,2024-09-14 17:53:00,2024-09-14 18:29:38.577505,7.33
86,713,4,1,2024-08-08 15:42:00,2024-08-08 16:16:48.083794,6.96
87,958,22,24,2024-03-25 11:09:00,2024-03-25 11:50:02.239055,8.21
88,434,24,11,2024-11-09 10:55:00,2024-11-09 11:24:11.349469,5.84
89,710,21,17,2024-03-08 07:00:00,2024-03-08 07:08:22.648919,1.68
90,785,23,17,2024-06-20 11:06:00,2024-06-20 11:29:09.809801,4.63
91,358,5,5,2024-09-28 15:22:00,2024-09-28 15:53:19.993857,6.27
92,915,21,9,2024-02-07 10:35:00,2024-02-07 11:17:39.478629,8.53
93,359,17,10,2024-11-14 11:29:00,2024-11-14 12:01:47.806449,6.56
94,829,3,10,2024-07-12 19:42:00,2024-07-12 19:43:55.490292,0.38
95,586,19,21,2024-10-30 12:39:00,2024-10-30 13:17:50.265261,7.77
96,958,12,19,2024-12-21 06:39:00,2024-12-21 06:47:14.880569,1.65
97,67,24,17,2024-05-09 17:04:00,2024-05-09 17:41:34.629451,7.52
98,107,23,2,2024-08-21 16:32:00,2024-08-21 16:41:15.059552,1.85
99,817,7,10,2024-04-20 16:30:00,2024-04-20 16:47:48.662463,3.56
100,196,1,13,2024-01-30 07:51:00,2024-01-30 08:11:33.245334,4.11
101,881,15,1,2024-12-22 12:56:00,2024-12-22 13:30:09.929891,6.83
102,709,7,12,2024-01-02 06:14:00,2024-01-02 06:24:13.910116,2.05
103,490,7,2,2024-05-30 06:06:00,2024-05-30 06:21:16.589726,3.06
104,292,7,14,2024-01-23 21:45:00,2024-01-23 22:03:35.943674,3.72
105,34,5,18,2024-12-08 09:57:00,2024-12-08 10:28:56.985960,6.39
106,900,3,6,2024-08-09 14:52:00,2024-08-09 15:34:36.143602,8.52
107,979,9,20,2024-05-04 16:42:00,2024-05-04 17:19:54.359243,7.58
108,85,11,7,2024-10-15 15:06:00,2024-10-15 16:15:25.505963,13.89
109,157,1,4,2024-08-10 10:03:00,2024-08-10 10:16:11.078923,2.64
110,367,22,18,2024-12-19 13:43:00,2024-12-19 13:53:08.253087,2.03
111,281,14,23,2024-10-05 07:13:00,2024-10-05 07:32:21.965349,3.87
112,988,22,5,2024-01-20 10:33:00,2024-01-20 10:58:23.550636,5.08
113,956,6,2,2024-05-06 09:04:00,2024-05-06 09:11:31.474392,1.5
114,453,23,11,2024-04-07 06:43:00,2024-04-07 07:00:42.508522,3.54
115,846,24,3,2024-02-13 07:47:00,2024-02-13 08:28:55.030890,8.38
116,246,22,23,2024-05-25 14:21:00,2024-05-25 14:59:01.314274,7.6
117,746,22,9,2024-07-07 15:50:00,2024-07-07 16:03:23.765303,2.68
118,129,22,6,2024-02-29 06:31:00,2024-02-29 06:34:18.767393,0.66
119,973,9,9,2024-01-29 15:02:00,2024-01-29 15:32:10.670258,6.04
120,807,12,13,2024-10-24 15:47:00,2024-10-24 16:31:22.247335,8.87
121,465,22,24,2024-03-25 12:09:00,2024-03-25 12:37:49.929507,5.77
122,589,3,22,2024-06-30 15:27:00,2024-06-30 16:04:26.028745,7.49
123,981,16,16,2024-04-06 11:46:00,2024-04-06 12:05:09.754184,3.83
124,316,5,24,2024-02-11 09:46:00,2024-02-11 09:55:40.762842,1.94
125,950,6,9,2024-11-18 10:03:00,2024-11-18 10:19:50.471709,3.37
126,483,20,21,2024-05-17 11:14:00,2024-05-17 12:09:50.218580,11.17
127,754,20,11,2024-04-28 17:51:00,2024-04-28 17:54:48.962230,0.76
128,360,18,4,2024-06-13 06:41:00,2024-06-13 07:50:22.074366,13.87
129,827,10,25,2024-11-16 11:43:00,2024-11-16 12:22:27.235230,7.89
130,407,9,21,2024-06-24 11:23:00,2024-06-24 11:53:35.292263,6.12
131,4,18,14,2024-10-28 14:36:00,2024-10-28 14:56:25.652052,4.09
132,665,4,15,2024-12-19 16:23:00,2024-12-19 17:16:27.795157,10.69
133,441,4,6,2024-01-27 13:19:00,2024-01-27 13:34:38.268853,3.13
134,737,5,20,2024-09-16 13:56:00,2024-09-16 14:17:54.858763,4.38
135,927,3,25,2024-05-01 12:25:00,2024-05-01 12:33:49.852918,1.77
136,440,8,9,2024-03-31 13:50:00,2024-03-31 14:06:12.494247,3.24
137,424,9,21,2024-11-16 08:53:00,2024-11-16 09:06:41.544143,2.74
138,957,22,17,2024-02-10 13:30:00,2024-02-10 13:58:55.892005,5.79
139,398,3,22,2024-06-05 18:33:00,2024-06-05 18:50:19.339020,3.46
140,476,13,3,2024-04-10 04:57:00,2024-04-10 05:09:29.993915,2.5
141,143,23,4,2024-11-25 11:33:00,2024-11-25 11:51:16.938266,3.66
142,24,3,6,2024-01-16 06:00:00,2024-01-16 06:43:47.067644,8.76
143,353,24,6,2024-01-21 17:51:00,2024-01-21 18:22:14.246795,6.25
144,533,1,19,2024-03-26 20:14:00,2024-03-26 20:55:16.857418,8.26
145,183,19,20,2024-11-22 14:19:00,2024-11-22 14:39:13.419115,4.04
146,984,23,15,2024-01-20 10:50:00,2024-01-20 11:21:54.213137,6.38
147,625,5,1,2024-07-26 08:13:00,2024-07-26 08:43:53.931751,6.18
148,155,3,8,2024-01-16 16:21:00,2024-01-16 17:01:12.290303,8.04
149,750,21,9,2024-12-14 09:28:00,2024-12-14 09:48:32.040838,4.11
150,673,23,11,2024-05-01 17:03:00,2024-05-01 17:44:26.386333,8.29
151,551,22,16,2024-07-01 17:10:00,2024-07-01 17:13:11.934110,0.64
152,876,2,5,2024-08-06 00:54:00,2024-08-06 01:16:35.420549,4.52
153,523,17,3,2024-09-23 19:37:00,2024-09-23 20:38:56.591933,12.39
154,361,13,11,2024-10-11 22:31:00,2024-10-11 22:48:16.485093,3.45
155,780,12,25,2024-08-13 16:30:00,2024-08-13 16:43:41.099120,2.74
156,399,14,7,2024-11-02 19:52:00,2024-11-02 20:22:02.935753,6.01
157,682,8,18,2024-09-29 07:42:00,2024-09-29 08:31:14.381227,9.85
158,947,11,16,2024-08-07 17:51:00,2024-08-07 18:11:29.115309,4.1
159,117,13,18,2024-03-27 08:42:00,2024-03-27 09:22:22.347482,8.07
160,154,8,21,2024-05-24 13:07:00,2024-05-24 13:33:22.507773,5.28
161,217,12,15,2024-03-09 07:15:00,2024-03-09 07:32:20.788576,3.47
162,639,8,21,2024-08-26 17:42:00,2024-08-26 18:29:01.298250,9.4
163,483,25,2,2024-10-22 08:53:00,2024-10-22 09:28:47.353530,7.16
164,756,6,16,2024-12-26 16:42:00,2024-12-26 17:18:54.056298,7.38
165,632,14,22,2024-05-24 16:17:00,2024-05-24 16:30:29.496938,2.7
166,966,7,6,2024-04-12 09:23:00,2024-04-12 09:36:17.309204,2.66
167,338,7,9,2024-05-22 13:25:00,2024-05-22 13:40:04.569727,3.02
168,771,15,5,2024-05-25 05:53:00,2024-05-25 06:07:53.449037,2.98
169,153,1,4,2024-10-14 16:47:00,2024-10-14 17:11:50.865935,4.97
170,589,14,22,2024-08-20 09:22:00,2024-08-20 09:40:41.921629,3.74
171,196,24,4,2024-12-14 07:00:00,2024-12-14 07:13:55.466691,2.78
172,312,19,9,2024-06-29 14:36:00,2024-06-29 15:09:09.005524,6.63
173,80,7,17,2024-01-23 15:14:00,2024-01-23 15:39:46.317575,5.15
174,884,2,21,2024-06-20 14:06:00,2024-06-20 14:12:59.998625,1.4
175,947,5,9,2024-06-27 14:07:00,2024-06-27 14:20:04.527247,2.62
176,512,13,2,2024-12-04 16:24:00,2024-12-04 17:08:06.098302,8.82
177,111,20,20,2024-05-30 07:34:00,2024-05-30 08:14:07.448791,8.02
178,44,11,23,2024-01-18 15:01:00,2024-01-18 15:22:06.644848,4.22
179,930,23,18,2024-01-17 09:50:00,2024-01-17 10:41:48.633593,10.36
180,620,2,10,2024-07-26 05:19:00,2024-07-26 05:29:14.833664,2.05
181,547,3,2,2024-05-05 10:56:00,2024-05-05 11:30:01.995121,6.81
182,6,1,22,2024-10-03 15:25:00,2024-10-03 16:04:12.312627,7.84
183,159,3,11,2024-07-29 16:27:00,2024-07-29 16:45:28.985831,3.7
184,520,21,10,2024-08-12 07:14:00,2024-08-12 07:50:09.503633,7.23
185,316,16,11,2024-12-07 10:22:00,2024-12-07 10:38:54.681779,3.38
186,32,24,25,2024-11-17 08:54:00,2024-11-17 09:09:50.480178,3.17
187,317,7,1,2024-06-15 13:26:00,2024-06-15 13:39:12.864460,2.64
188,1,23,8,2024-09-17 07:48:00,2024-09-17 08:07:19.345936,3.86
189,235,3,4,2024-02-26 18:18:00,2024-02-26 18:35:16.697563,3.46
190,795,21,19,2024-06-24 16:19:00,2024-06-24 17:06:01.898740,9.41
191,863,22,16,2024-11-17 08:38:00,2024-11-17 09:22:36.506364,8.92
192,317,24,11,2024-03-03 10:34:00,2024-03-03 10:51:02.335146,3.41
193,511,9,6,2024-10-20 14:46:00,2024-10-20 15:05:05.188167,3.82
194,628,1,10,2024-09-28 15:49:00,2024-09-28 16:14:03.925559,5.01
195,620,20,11,2024-10-10 07:19:00,2024-10-10 07:36:11.152031,3.44
196,576,9,20,2024-05-31 15:44:00,2024-05-31 16:04:52.756777,4.18
197,997,18,7,2024-07-20 07:25:00,2024-07-20 07:40:34.192292,3.11
198,86,7,18,2024-07-23 05:31:00,2024-07-23 05:52:19.938054,4.27
199,106,23,10,2024-07-08 16:26:00,2024-07-08 16:56:09.461166,6.03
200,942,10,18,2024-12-02 14:11:00,2024-12-02 14:32:00.058226,4.2
201,424,8,6,2024-08-10 06:05:00,2024-08-10 07:20:49.340375,15.16
202,350,15,16,2024-09-06 10:27:00,2024-09-06 10:45:05.752333,3.62
203,660,1,9,2024-03-28 12:17:00,2024-03-28 13:08:52.926438,10.38
204,982,7,18,2024-09-19 07:12:00,2024-09-19 07:22:36.468091,2.12
205,338,15,24,2024-09-03 15:04:00,2024-09-03 15:12:32.276795,1.71
206,534,20,1,2024-07-01 16:39:00,2024-07-01 16:50:34.665075,2.32
207,144,11,6,2024-05-29 07:18:00,2024-05-29 07:29:39.771977,2.33
208,683,23,7,2024-03-27 14:05:00,2024-03-27 14:41:57.512145,7.39
209,90,7,8,2024-11-14 15:07:00,2024-11-14 15:33:21.438241,5.27
210,606,18,10,2024-08-26 10:02:00,2024-08-26 10:14:56.342381,2.59
211,74,2,4,2024-10-12 14:44:00,2024-10-12 15:06:41.460135,4.54
212,613,1,5,2024-02-14 00:07:00,2024-02-14 00:49:55.342428,8.58
213,954,22,5,2024-11-08 15:07:00,2024-11-08 15:49:00.586845,8.4
214,560,11,11,2024-03-14 15:08:00,2024-03-14 15:47:44.316807,7.95
215,458,16,12,2024-10-08 14:13:00,2024-10-08 14:26:37.995371,2.73
216,940,7,9,2024-04-01 13:55:00,2024-04-01 14:33:23.573167,7.68
217,855,21,25,2024-10-09 16:58:00,2024-10-09 17:15:19.976081,3.47
218,666,9,5,2024-04-23 14:36:00,2024-04-23 15:36:01.577364,12.01
219,581,3,20,2024-01-26 15:13:00,2024-01-26 15:26:40.450979,2.73
220,814,9,22,2024-10-14 16:11:00,2024-10-14 16:29:10.734573,3.64
221,333,4,6,2024-07-16 18:44:00,2024-07-16 19:02:10.790663,3.64
222,837,6,19,2024-01-16 12:02:00,2024-01-16 12:15:13.983874,2.65
223,36,17,5,2024-06-09 09:55:00,2024-06-09 10:07:54.380294,2.58
224,96,22,3,2024-03-21 18:05:00,2024-03-21 18:25:02.343445,4.01
225,988,24,4,2024-06-14 06:00:00,2024-06-14 06:25:06.744822,5.02
226,239,25,23,2024-12-30 12:41:00,2024-12-30 12:57:38.965301,3.33
227,998,6,5,2024-04-18 20:29:00,2024-04-18 20:46:40.388258,3.53
228,543,21,25,2024-09-05 16:23:00,2024-09-05 16:59:14.538215,7.25
229,330,9,20,2024-02-10 14:49:00,2024-02-10 15:44:55.940323,11.19
230,8,12,14,2024-11-05 16:01:00,2024-11-05 16:33:15.201230,6.45
231,93,17,25,2024-08-03 09:46:00,2024-08-03 10:12:13.830622,5.25
232,193,7,18,2024-03-22 15:18:00,2024-03-22 15:20:22.758989,0.48
233,606,22,22,2024-08-18 09:49:00,2024-08-18 09:58:14.095556,1.85
234,724,10,20,2024-09-12 12:22:00,2024-09-12 12:38:23.562738,3.28
235,602,5,13,2024-12-24 06:53:00,2024-12-24 07:07:24.983649,2.88
236,707,7,9,2024-03-31 13:30:00,2024-03-31 14:07:45.236331,7.55
237,778,16,8,2024-07-22 15:28:00,2024-07-22 15:33:32.744553,1.11
238,707,9,6,2024-01-31 14:29:00,2024-01-31 15:08:55.749878,7.99
239,203,9,23,2024-10-10 10:39:00,2024-10-10 11:13:13.270125,6.84
240,735,11,9,2024-08-06 02:26:00,2024-08-06 02:55:23.859297,5.88
241,615,23,4,2024-10-02 06:23:00,2024-10-02 07:19:17.655649,11.26
242,567,10,12,2024-01-02 20:59:00,2024-01-02 22:04:43.595339,13.15
243,276,12,2,2024-07-01 09:30:00,2024-07-01 09:45:07.071766,3.02
244,978,21,22,2024-01-13 04:52:00,2024-01-13 05:32:16.568648,8.06
245,49,9,15,2024-04-14 17:18:00,2024-04-14 17:30:29.575682,2.5
246,794,1,1,2024-12-27 11:46:00,2024-12-27 12:03:28.254457,3.49
247,904,19,22,2024-12-21 14:46:00,2024-12-21 15:38:11.446415,10.44
248,115,24,13,2024-02-11 11:12:00,2024-02-11 11:51:04.094068,7.81
249,544,15,7,2024-03-19 17:05:00,2024-03-19 17:22:19.021924,3.46
250,617,8,20,2024-08-10 16:55:00,2024-08-10 17:45:26.147635,10.09
251,846,18,12,2024-11-11 15:00:00,2024-11-11 15:22:44.964486,4.55
252,46,8,24,2024-09-21 20:24:00,2024-09-21 21:17:39.615639,10.73
253,546,23,7,2024-11-06 07:59:00,2024-11-06 09:03:31.782043,12.91
254,256,6,18,2024-11-04 01:42:00,2024-11-04 02:26:29.599058,8.9
255,482,1,6,2024-10-25 23:22:00,2024-10-25 23:47:13.671942,5.05
256,939,16,13,2024-09-09 11:31:00,2024-09-09 12:02:58.228879,6.39
257,228,18,9,2024-01-05 18:44:00,2024-01-05 19:04:21.217144,4.07
258,231,9,12,2024-02-23 18:49:00,2024-02-23 19:16:00.651408,5.4
259,207,13,7,2024-09-20 12:33:00,2024-09-20 12:41:12.233946,1.64
260,625,19,3,2024-05-19 15:57:00,2024-05-19 16:11:57.521779,2.99
261,956,14,20,2024-03-18 16:42:00,2024-03-18 16:56:07.659687,2.83
262,35,12,16,2024-10-26 00:26:00,2024-10-26 01:09:10.172659,8.63
263,141,16,3,2024-02-16 12:45:00,2024-02-16 12:47:58.914506,0.6
264,588,21,25,2024-11-10 18:00:00,2024-11-10 18:26:05.154144,5.22
265,966,17,25,2024-10-27 18:50:00,2024-10-27 19:08:58.083742,3.79
266,347,4,21,2024-09-24 17:16:00,2024-09-24 17:45:34.742367,5.92
267,861,5,22,2024-07-17 14:32:00,2024-07-17 15:26:20.233825,10.87
268,940,15,19,2024-08-29 16:32:00,2024-08-29 17:03:44.095067,6.35
269,913,9,14,2024-11-29 17:48:00,2024-11-29 18:13:53.890981,5.18
270,428,2,9,2024-01-13 11:21:00,2024-01-13 12:06:29.576269,9.1
271,801,2,11,2024-07-15 07:25:00,2024-07-15 07:44:49.739758,3.97
272,470,1,8,2024-01-23 12:14:00,2024-01-23 12:25:29.182179,2.3
273,713,8,5,2024-03-23 06:21:00,2024-03-23 06:43:36.782806,4.52
274,634,1,4,2024-11-01 13:36:00,2024-11-01 13:57:25.659998,4.29
275,373,19,22,2024-02-16 17:15:00,2024-02-16 18:11:03.906475,11.21
276,880,8,6,2024-08-14 18:13:00,2024-08-14 18:23:02.077294,2.01
277,498,19,25,2024-11-05 08:23:00,2024-11-05 08:39:00.058084,3.2
278,852,11,4,2024-03-16 13:51:00,2024-03-16 14:30:11.020165,7.84
279,591,10,22,2024-05-21 11:24:00,2024-05-21 11:44:51.583912,4.17
280,480,8,11,2024-06-26 19:42:00,2024-06-26 19:57:24.970337,3.08
281,755,12,12,2024-01-12 12:16:00,2024-01-12 12:32:13.823835,3.25
282,663,11,21,2024-04-30 13:22:00,2024-04-30 13:36:05.517549,2.82
283,842,20,7,2024-11-30 08:47:00,2024-11-30 09:03:13.409973,3.24
284,979,17,25,2024-10-16 16:21:00,2024-10-16 16:54:53.465833,6.78
285,574,25,10,2024-10-03 17:41:00,2024-10-03 18:20:21.988513,7.87
286,408,19,20,2024-02-12 13:09:00,2024-02-12 13:40:38.098832,6.33
287,940,14,20,2024-01-06 15:30:00,2024-01-06 16:28:00.026198,11.6
288,729,15,13,2024-01-21 13:26:00,2024-01-21 13:40:13.105558,2.84
289,546,19,4,2024-05-13 04:50:00,2024-05-13 05:14:22.158126,4.87
290,20,14,4,2024-03-24 17:39:00,2024-03-24 18:12:37.875422,6.73
291,637,24,16,2024-04-18 12:05:00,2024-04-18 12:34:32.863610,5.91
292,187,8,25,2024-11-06 11:59:00,2024-11-06 12:10:14.869754,2.25
293,216,8,24,2024-12-20 14:40:00,2024-12-20 14:51:33.022021,2.31
294,679,13,19,2024-07-14 21:07:00,2024-07-14 21:10:41.541875,0.74
295,330,10,10,2024-04-21 10:02:00,2024-04-21 10:37:28.565187,7.1
296,234,19,16,2024-05-29 10:29:00,2024-05-29 11:03:58.816430,7.0
297,747,21,19,2024-07-04 16:29:00,2024-07-04 17:01:12.708314,6.44
298,680,2,25,2024-08-20 05:35:00,2024-08-20 06:20:37.818481,9.13
299,99,10,12,2024-12-24 12:12:00,2024-12-24 12:56:11.166009,8.84
300,324,21,21,2024-03-09 10:59:00,2024-03-09 11:55:38.260305,11.33
301,314,21,14,2024-04-19 08:42:00,2024-04-19 09:05:35.979415,4.72
302,748,8,20,2024-09-18 06:03:00,2024-09-18 06:46:49.344479,8.76
303,284,9,18,2024-07-16 12:33:00,2024-07-16 13:13:43.503123,8.15
304,368,25,22,2024-07-13 08:41:00,2024-07-13 08:51:09.870588,2.03
305,674,14,23,2024-07-01 15:54:00,2024-07-01 16:29:43.367956,7.14
306,887,18,14,2024-04-29 00:52:00,2024-04-29 01:03:53.608086,2.38
307,304,3,11,2024-08-03 15:10:00,2024-08-03 15:20:52.886510,2.18
308,827,12,22,2024-05-14 14:43:00,2024-05-14 15:41:47.656174,11.76
309,619,15,10,2024-01-24 07:06:00,2024-01-24 07:25:11.207497,3.84
310,736,21,20,2024-02-15 08:58:00,2024-02-15 09:11:20.984245,2.67
311,843,19,4,2024-06-29 08:45:00,2024-06-29 09:02:57.612197,3.59
312,22,17,8,2024-09-23 15:02:00,2024-09-23 15:58:43.264986,11.34
313,464,10,11,2024-10-27 16:54:00,2024-10-27 17:26:32.462148,6.51
314,103,16,9,2024-07-06 12:49:00,2024-07-06 13:16:41.245670,5.54
315,214,3,16,2024-02-25 07:51:00,2024-02-25 08:03:36.824011,2.52
316,358,8,17,2024-09-28 13:07:00,2024-09-28 13:51:47.842180,8.96
317,88,20,14,2024-03-31 10:09:00,2024-03-31 10:17:14.506881,1.65
318,93,4,4,2024-01-21 16:02:00,2024-01-21 16:37:59.380967,7.2
319,895,2,14,2024-11-02 01:30:00,2024-11-02 01:31:43.442444,0.34
320,504,22,18,2024-02-24 12:57:00,2024-02-24 13:07:46.570252,2.16
321,529,15,10,2024-05-03 07:12:00,2024-05-03 07:27:59.765523,3.2
322,318,17,16,2024-09-03 16:16:00,2024-09-03 16:28:04.720984,2.42
323,103,17,6,2024-07-02 06:42:00,2024-07-02 06:59:59.147609,3.6
324,638,25,1,2024-03-10 05:41:00,2024-03-10 06:17:17.120899,7.26
325,746,25,23,2024-08-15 05:50:00,2024-08-15 06:12:22.307634,4.47
326,217,25,22,2024-12-13 10:22:00,2024-12-13 10:59:01.619554,7.41
327,675,6,17,2024-03-21 14:37:00,2024-03-21 15:21:14.228225,8.85
328,136,2,17,2024-09-07 07:42:00,2024-09-07 07:53:48.309442,2.36
329,955,18,8,2024-11-09 11:06:00,2024-11-09 11:47:04.930899,8.22
330,356,3,5,2024-08-30 17:48:00,2024-08-30 18:44:20.260079,11.27
331,890,16,7,2024-09-11 07:12:00,2024-09-11 08:14:30.016985,12.5
332,315,24,14,2024-10-05 19:24:00,2024-10-05 20:01:34.527790,7.52
333,934,22,9,2024-08-31 01:56:00,2024-08-31 02:14:10.519437,3.64
334,311,2,12,2024-11-05 09:29:00,2024-11-05 09:52:31.939123,4.71
335,655,18,25,2024-11-26 06:39:00,2024-11-26 07:05:07.165059,5.22
336,490,9,4,2024-12-10 23:48:00,2024-12-11 00:05:10.675528,3.44
337,92,25,18,2024-04-02 06:11:00,2024-04-02 06:47:29.408134,7.3
338,794,10,18,2024-04-17 12:15:00,2024-04-17 12:29:07.610412,2.83
339,240,13,21,2024-01-12 16:14:00,2024-01-12 16:46:22.931233,6.48
